"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"LsaIso","0","65","4347232256","3883008","2265088","22432",,,,,,,,,,"Process",,,"8",,,,,"920",".",,,,"22432","22432","2265088","2265088","29072","29072","2306048","2306048","4304896","4304896","4348280832","53313536",,,"2265088","2265088",,"0",,"System.Diagnostics.ProcessThreadCollection","65","4347232256","52264960","False",,,,"3883008","3883008",,,,,,"LsaIso","0","","True",,
"lsass","0","1986","2203488948224","32595968","15695872","34440",,,,,,,,,,"Process",,,"9",,,,,"1040",".",,,,"34440","34440","15695872","15695872","263320","263320","24141824","24141824","37126144","37126144","2203580071936","261849088",,,"15695872","15695872",,"0",,"System.Diagnostics.ProcessThreadCollection","1986","2203488948224","170725376","False",,,,"32595968","32595968",,,,,,"lsass","0","","True",,
"Memory Compression","0","0","1608253440","351739904","4927488","0",,,,,,,,,,"Process",,,"8",,,,,"3068",".",,,,"0","0","4927488","4927488","4224","4224","5734400","5734400","1963454464","1963454464","2894856192","-1400111104",,,"4927488","4927488",,"0",,"System.Diagnostics.ProcessThreadCollection","0","1608253440","1608253440","False",,,,"351739904","351739904",,,,,,"Memory Compression","0","","True",,
"Microsoft.AAD.BrokerPlugin","1","1234","2238636408832","92385280","131063808","97768","C:\Windows\SystemApps\Microsoft.AAD.BrokerPlugin_cw5n1h2txyewy\Microsoft.AAD.BrokerPlugin.exe","""C:\Windows\SystemApps\Microsoft.AAD.BrokerPlugin_cw5n1h2txyewy\Microsoft.AAD.BrokerPlugin.exe"" -ServerName:App.AppXgvz9wxd0frjs1prgz5kvtcz083996jyv.mca",,"Microsoft Corporation","2.171875","10.0.22621.3672 (WinBuild.160101.0800)","10.0.22621.3672","AAD token broker plugin","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5384","8",,"False","9/3/2024 8:51:43 AM",,"15992",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","97768","97768","131063808","131063808","900376","900376","159682560","159682560","226185216","226185216","2238660472832","982511616","True","Normal","131063808","131063808","255","1",,"System.Diagnostics.ProcessThreadCollection","1234","2238636408832","958447616","False",,,,"92385280","92385280",,"System.Diagnostics.ProcessModule (Microsoft.AAD.BrokerPlugin.exe)","00:00:00.3437500","00:00:02.1718750","00:00:01.8281250","Microsoft.AAD.BrokerPlugin","0","","True",,
"Microsoft.SharePoint","1","565","2203596165120","44961792","38789120","31368","C:\Users\cdsl\AppData\Local\Microsoft\OneDrive\24.166.0818.0003\Microsoft.SharePoint.exe","/silentConfig",,"Microsoft Corporation","3.96875","24.166.0818.0003","24.166.0818.0003","Microsoft SharePoint","Microsoft SharePoint","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4284","8",,"False","9/7/2024 8:16:54 PM",,"3348",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","31368","31368","38789120","38789120","400592","400592","57425920","57425920","73551872","73551872","2203650818048","332595200","True","Normal","38789120","38789120","255","1",,"System.Diagnostics.ProcessThreadCollection","565","2203596165120","277942272","False",,,,"44961792","44961792",,"System.Diagnostics.ProcessModule (Microsoft.SharePoint.exe)","00:00:01.8437500","00:00:03.9687500","00:00:02.1250000","Microsoft.SharePoint","0","","True",,
"mongod","0","333","4949069824","42680320","377004032","25208",,,,,,,,,,"Process",,,"8",,,,,"4416",".",,,,"25208","25208","377004032","377004032","223912","223912","380137472","380137472","349286400","349286400","4955361280","660393984",,,"377004032","377004032",,"0",,"System.Diagnostics.ProcessThreadCollection","333","4949069824","654102528","False",,,,"42680320","42680320",,,,,,"mongod","0","","True",,
"MoUsoCoreWorker","0","1419","2203542933504","57569280","69492736","21592",,,,,,,,,,"Process",,,"8",,,,,"3496",".",,,,"21592","21592","69492736","69492736","319232","319232","116248576","116248576","139583488","139583488","2203651862528","333639680",,,"69492736","69492736",,"0",,"System.Diagnostics.ProcessThreadCollection","1419","2203542933504","224710656","False",,,,"57569280","57569280",,,,,,"MoUsoCoreWorker","0","","True",,
"MpDefenderCoreService","0","498","2203452575744","21409792","13541376","18656",,,,,,,,,,"Process",,,"8",,,,,"4368",".",,,,"18656","18656","13541376","13541376","168504","168504","13541376","13541376","22200320","22200320","2203456778240","138555392",,,"13541376","13541376",,"0",,"System.Diagnostics.ProcessThreadCollection","498","2203452575744","134352896","False",,,,"21409792","21409792",,,,,,"MpDefenderCoreService","0","","True",,
"ms-teams","1","816","2238080630784","23633920","25161728","43432","C:\Program Files\WindowsApps\MSTeams_24215.1007.3082.1590_x64__8wekyb3d8bbwe\ms-teams.exe","""C:\Program Files\WindowsApps\MSTeams_24215.1007.3082.1590_x64__8wekyb3d8bbwe\ms-teams.exe""  --restart-reason=2 --restart-count=1","System.Diagnostics.Process (sihost)","Microsoft Corporation","14.453125","24215.1007.3082.1590","24215.1007.3082.1590","Microsoft Teams","Microsoft Teams","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3192","8",,"False","9/9/2024 8:05:03 AM",,"11092",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","43432","43432","25161728","25161728","481608","481608","119529472","119529472","145170432","145170432","2238148120576","470159360","True","Normal","25161728","25161728","255","1",,"System.Diagnostics.ProcessThreadCollection","816","2238080630784","402669568","False",,,,"23633920","23633920",,"System.Diagnostics.ProcessModule (ms-teams.exe)","00:00:00.7187500","00:00:14.4531250","00:00:13.7343750","ms-teams","0","","True",,
"msedge","1","250","2306975666176","22249472","8327168","15632","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=edge_search_indexer.mojom.SearchIndexerInterfaceBroker --lang=en-US --service-sandbox-type=search_indexer --message-loop-type-ui --video-capture-use-gpu-memory-buffer --field-trial-handle=2204,i,2161422123543675615,4498760863880889208,262144 --variations-seed-version --mojo-platform-channel-handle=5040 /prefetch:14","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.03125","128.0.2739.67","128.0.2739.67","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2936","8",,"False","9/11/2024 4:06:56 AM",,"2824",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","15632","15632","8327168","8327168","785184","785184","8630272","8630272","23433216","23433216","2307042775040","645337088","True","Normal","8327168","8327168","255","1",,"System.Diagnostics.ProcessThreadCollection","250","2306975666176","578228224","False",,,,"22249472","22249472",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.0312500","00:00:00.0312500","00:00:00","msedge","0","","True",,
"msedge","1","1612","2342501621760","139915264","66916352","63832","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --no-startup-window",,"Microsoft Corporation","15.5625","128.0.2739.67","128.0.2739.67","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5336","8",,"False","9/11/2024 4:05:55 AM",,"10656",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","63832","63832","66916352","66916352","1218736","1218736","79097856","79097856","174432256","174432256","2342885232640","2128056320","True","Normal","66916352","66916352","255","1",,"System.Diagnostics.ProcessThreadCollection","1612","2342501621760","1744445440","False",,,,"139915264","139915264",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:07.5937500","00:00:15.5625000","00:00:07.9687500","msedge","0","","True",,
"msedge","1","642","2307939938304","74088448","96071680","30720","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=gpu-process --gpu-preferences=UAAAAAAAAADgAAAMAAAAAAAAAAAAAAAAAABgAAEAAAAAAAAABAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --field-trial-handle=2296,i,2161422123543675615,4498760863880889208,262144 --variations-seed-version --mojo-platform-channel-handle=2280 /prefetch:2","System.Diagnostics.Process (msedge)","Microsoft Corporation","10.109375","128.0.2739.67","128.0.2739.67","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5680","10",,"False","9/11/2024 4:05:56 AM",,"17576",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","30720","30720","96071680","96071680","1227776","1227776","1148628992","1148628992","1132584960","1132584960","2308791787520","-1900617728","True","AboveNormal","96071680","96071680","255","1",,"System.Diagnostics.ProcessThreadCollection","642","2307939938304","1542500352","False",,,,"74088448","74088448",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:03.3750000","00:00:10.1093750","00:00:06.7343750","msedge","0","","True",,
"msedge","1","181","2272266878976","8474624","2252800","10600","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=crashpad-handler ""--user-data-dir=C:\Users\cdsl\AppData\Local\Microsoft\Edge\User Data"" /prefetch:4 --monitor-self-annotation=ptype=crashpad-handler ""--database=C:\Users\cdsl\AppData\Local\Microsoft\Edge\User Data\Crashpad"" --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=128.0.6613.120 ""--annotation=exe=C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --annotation=plat=Win64 --annotation=prod=Edge --annotation=ver=128.0.2739.67 --initial-client-data=0x274,0x278,0x27c,0x270,0x284,0x7ffef97f9fd8,0x7ffef97f9fe4,0x7ffef97f9ff0","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.015625","128.0.2739.67","128.0.2739.67","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5276","8",,"False","9/11/2024 4:05:55 AM",,"19440",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10600","10600","2252800","2252800","147344","147344","2416640","2416640","8859648","8859648","2272333987840","296288256","True","Normal","2252800","2252800","255","1",,"System.Diagnostics.ProcessThreadCollection","181","2272266878976","229179392","False",,,,"8474624","8474624",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.0156250","00:00:00.0156250","00:00:00","msedge","0","","True",,
"msedge","1","314","3513402322944","56315904","57618432","22584","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags=--ms-user-locale= --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=9 --time-ticks-at-unix-epoch=-1724256122801433 --launch-time-ticks=1764233599496 --field-trial-handle=5252,i,2161422123543675615,4498760863880889208,262144 --variations-seed-version --mojo-platform-channel-handle=5292 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","3.4375","128.0.2739.67","128.0.2739.67","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4380","4",,"False","9/11/2024 4:05:56 AM",,"19484",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","22584","22584","57618432","57618432","745416","745416","101761024","101761024","137777152","137777152","3513775222784","491974656","True","Idle","57618432","57618432","255","1",,"System.Diagnostics.ProcessThreadCollection","314","3513402322944","119074816","False",,,,"56315904","56315904",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.2812500","00:00:03.4375000","00:00:03.1562500","msedge","0","","True",,
"msedge","1","215","3513345359872","23121920","14458880","17616","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags=--ms-user-locale= --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=36 --time-ticks-at-unix-epoch=-1724256122801433 --launch-time-ticks=1774503554229 --field-trial-handle=6592,i,2161422123543675615,4498760863880889208,262144 --variations-seed-version --mojo-platform-channel-handle=7268 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.0625","128.0.2739.67","128.0.2739.67","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2580","4",,"False","9/11/2024 6:57:06 AM",,"19576",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17616","17616","14458880","14458880","750896","750896","14548992","14548992","27963392","27963392","3513362137088","78888960","True","Idle","14458880","14458880","255","1",,"System.Diagnostics.ProcessThreadCollection","215","3513345359872","62111744","False",,,,"23121920","23121920",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.0625000","00:00:00.0625000","00:00:00","msedge","0","","True",,
"msedge","1","181","2306959634432","17043456","7872512","12096","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=service --field-trial-handle=2816,i,2161422123543675615,4498760863880889208,262144 --variations-seed-version --mojo-platform-channel-handle=2148 /prefetch:13","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.09375","128.0.2739.67","128.0.2739.67","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3800","8",,"False","9/11/2024 4:05:56 AM",,"21844",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","12096","12096","7872512","7872512","708480","708480","8626176","8626176","19099648","19099648","2306993188864","595750912","True","Normal","7872512","7872512","255","1",,"System.Diagnostics.ProcessThreadCollection","181","2306959634432","562196480","False",,,,"17043456","17043456",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.0312500","00:00:00.0937500","00:00:00.0625000","msedge","0","","True",,
"msedge","1","341","2307148812288","35749888","13234176","21240","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --field-trial-handle=2404,i,2161422123543675615,4498760863880889208,262144 --variations-seed-version --mojo-platform-channel-handle=2672 /prefetch:11","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.546875","128.0.2739.67","128.0.2739.67","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5392","8",,"False","9/11/2024 4:05:56 AM",,"24728",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","21240","21240","13234176","13234176","794056","794056","15532032","15532032","40153088","40153088","2307230744576","833306624","True","Normal","13234176","13234176","255","1",,"System.Diagnostics.ProcessThreadCollection","341","2307148812288","751374336","False",,,,"35749888","35749888",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.2656250","00:00:00.5468750","00:00:00.2812500","msedge","0","","True",,
"msedge","1","301","3513393590272","44527616","21024768","20064","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags=--ms-user-locale= --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=8 --time-ticks-at-unix-epoch=-1724256122801433 --launch-time-ticks=1764233611452 --field-trial-handle=5276,i,2161422123543675615,4498760863880889208,262144 --variations-seed-version --mojo-platform-channel-handle=5452 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.3125","128.0.2739.67","128.0.2739.67","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5240","4",,"False","9/11/2024 4:05:56 AM",,"24972",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","20064","20064","21024768","21024768","746792","746792","22818816","22818816","56123392","56123392","3513410367488","127119360","True","Idle","21024768","21024768","255","1",,"System.Diagnostics.ProcessThreadCollection","301","3513393590272","110342144","False",,,,"44527616","44527616",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.1250000","00:00:00.3125000","00:00:00.1875000","msedge","0","","True",,
"msedge","1","218","2306957479936","18284544","7479296","14544","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=audio --video-capture-use-gpu-memory-buffer --field-trial-handle=6496,i,2161422123543675615,4498760863880889208,262144 --variations-seed-version --mojo-platform-channel-handle=6400 /prefetch:12","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.1875","128.0.2739.67","128.0.2739.67","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5016","8",,"False","9/11/2024 4:06:00 AM",,"25168",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","14544","14544","7479296","7479296","756720","756720","7643136","7643136","19050496","19050496","2307007811584","610373632","True","Normal","7479296","7479296","255","1",,"System.Diagnostics.ProcessThreadCollection","218","2306957479936","560041984","False",,,,"18284544","18284544",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.1562500","00:00:00.1875000","00:00:00.0312500","msedge","0","","True",,
"msedgewebview2","1","1366","2307800670208","5324800","189190144","34800","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\128.0.2739.67\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\128.0.2739.67\msedgewebview2.exe"" --type=gpu-process --noerrdialogs --user-data-dir=""C:\Users\cdsl\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=Widgets.exe --webview-exe-version=524.23700.10.0 --embedded-browser-webview=1 --gpu-preferences=UAAAAAAAAADgAAAMAAAAAAAAAAAAAAAAAABgAAEAAAAAAAAABAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --field-trial-handle=1884,i,1715784181380875079,10141200006031168730,262144 --enable-features=MojoIpcz --variations-seed-version --mojo-platform-channel-handle=1864 /prefetch:2 /pfhostedapp:1e58ea8952b54fba280ab23b47e01947fe010480","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","60.0625","128.0.2739.67","128.0.2739.67","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1564","10",,"False","9/7/2024 8:18:42 AM",,"6912",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","34800","34800","189190144","189190144","1354608","1354608","315314176","315314176","239931392","239931392","2308022837248","1625399296","True","AboveNormal","189190144","189190144","255","1",,"System.Diagnostics.ProcessThreadCollection","1366","2307800670208","1403232256","False",,,,"5324800","5324800",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:17.1093750","00:01:00.0625000","00:00:42.9531250","msedgewebview2","0","","True",,
"msedgewebview2","1","322","3517316042752","132595712","223617024","29128","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\128.0.2739.67\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\128.0.2739.67\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\cdsl\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView"" --webview-exe-name=ms-teams.exe --webview-exe-version=24215.1007.3082.1590 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --autoplay-policy=no-user-gesture-required --disable-background-timer-throttling --video-capture-use-gpu-memory-buffer --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --js-flags=""--harmony-weak-refs-with-cleanup-some --expose-gc --ms-user-locale=en-US"" --time-ticks-at-unix-epoch=-1724256126832557 --launch-time-ticks=1605779420007 --field-trial-handle=3564,i,14815755590779601837,11690473775216500182,262144 --enable-features=AutofillReplaceCachedWebElementsByRendererIds,MojoIpcz,PartitionedCookies,SharedArrayBuffer,ThirdPartyStoragePartitioning,msAbydos,msAbydosGestureSupport,msAbydosHandwritingAttr,msSingleSignOnOSForPrimaryAccountIsShared,msWebView2EnableDraggableRegions,msWebView2SetUserAgentOverrideOnIframes,msWebView2TextureStream --disable-features=BreakoutBoxPreferCaptureTimestampInVideoFrames,V8Maglev,msEnhancedTrackingPreventionEnabled,msFloatyShouldHonorIndiaHoldout,msWebOOUI --variations-seed-version --mojo-platform-channel-handle=3576 /pfhostedapp:c048e7102def9ca7199fbae974f0f1e5d70e8579 /prefetch:1","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","9.21875","128.0.2739.67","128.0.2739.67","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3636","8",,"False","9/9/2024 8:05:06 AM",,"8216",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","29128","29128","223617024","223617024","746264","746264","255508480","255508480","280195072","280195072","3517343305728","-234909696","True","Normal","223617024","223617024","255","1",,"System.Diagnostics.ProcessThreadCollection","322","3517316042752","-262172672","False",,,,"132595712","132595712",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:01.5312500","00:00:09.2187500","00:00:07.6875000","msedgewebview2","0","","True",,
"msedgewebview2","1","215","2306940235776","1642496","7405568","14136","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\128.0.2739.67\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\128.0.2739.67\msedgewebview2.exe"" --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=audio --video-capture-use-gpu-memory-buffer --noerrdialogs --user-data-dir=""C:\Users\cdsl\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=Widgets.exe --webview-exe-version=524.23700.10.0 --embedded-browser-webview=1 --field-trial-handle=4400,i,1715784181380875079,10141200006031168730,262144 --enable-features=MojoIpcz --variations-seed-version --mojo-platform-channel-handle=5020 /prefetch:12 /pfhostedapp:1e58ea8952b54fba280ab23b47e01947fe010480","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","0.21875","128.0.2739.67","128.0.2739.67","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4680","8",,"False","9/7/2024 8:18:45 AM",,"8944",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","14136","14136","7405568","7405568","748064","748064","7532544","7532544","18894848","18894848","2306990571520","593133568","True","Normal","7405568","7405568","255","1",,"System.Diagnostics.ProcessThreadCollection","215","2306940235776","542797824","False",,,,"1642496","1642496",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:00.1718750","00:00:00.2187500","00:00:00.0468750","msedgewebview2","0","","True",,
"msedgewebview2","1","171","2306942394368","5505024","7827456","11824","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\128.0.2739.67\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\128.0.2739.67\msedgewebview2.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=service --noerrdialogs --user-data-dir=""C:\Users\cdsl\AppData\Local\Packages\MSTeams_8wekyb3d8bbwe\LocalCache\Microsoft\MSTeams\EBWebView"" --webview-exe-name=ms-teams.exe --webview-exe-version=24215.1007.3082.1590 --embedded-browser-webview=1 --embedded-browser-webview-dpi-awareness=2 --field-trial-handle=2340,i,14815755590779601837,11690473775216500182,262144 --enable-features=AutofillReplaceCachedWebElementsByRendererIds,MojoIpcz,PartitionedCookies,SharedArrayBuffer,ThirdPartyStoragePartitioning,msAbydos,msAbydosGestureSupport,msAbydosHandwritingAttr,msSingleSignOnOSForPrimaryAccountIsShared,msWebView2EnableDraggableRegions,msWebView2SetUserAgentOverrideOnIframes,msWebView2TextureStream --disable-features=BreakoutBoxPreferCaptureTimestampInVideoFrames,V8Maglev,msEnhancedTrackingPreventionEnabled,msFloatyShouldHonorIndiaHoldout,msWebOOUI --variations-seed-version --mojo-platform-channel-handle=2356 /prefetch:13 /pfhostedapp:c048e7102def9ca7199fbae974f0f1e5d70e8579","System.Diagnostics.Process (msedgewebview2)","Microsoft Corporation","0.125","128.0.2739.67","128.0.2739.67","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4392","8",,"False","9/9/2024 8:05:06 AM",,"11248",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","11824","11824","7827456","7827456","707576","707576","10166272","10166272","21065728","21065728","2306975948800","578510848","True","Normal","7827456","7827456","255","1",,"System.Diagnostics.ProcessThreadCollection","171","2306942394368","544956416","False",,,,"5505024","5505024",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:00.0937500","00:00:00.1250000","00:00:00.0312500","msedgewebview2","0","","True",,
"msedgewebview2","1","1264","2342066327552","5836800","35774464","52216","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\128.0.2739.67\msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\128.0.2739.67\msedgewebview2.exe"" --embedded-browser-webview=1 --webview-exe-name=Widgets.exe --webview-exe-version=524.23700.10.0 --user-data-dir=""C:\Users\cdsl\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView"" --noerrdialogs --disk-cache-size=52428800 --edge-webview-is-background --enable-features=MojoIpcz --lang=en-US --mojo-named-platform-channel-pipe=25268.7684.424285935261377485 /pfhostedapp:1e58ea8952b54fba280ab23b47e01947fe010480","System.Diagnostics.Process (Widgets)","Microsoft Corporation","19.015625","128.0.2739.67","128.0.2739.67","Microsoft Edge WebView2","Microsoft Edge WebView2","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5096","8",,"False","9/7/2024 8:18:42 AM",,"15260",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","52216","52216","35774464","35774464","1145544","1145544","37982208","37982208","99692544","99692544","2342421938176","1664761856","True","Normal","35774464","35774464","255","1",,"System.Diagnostics.ProcessThreadCollection","1264","2342066327552","1309151232","False",,,,"5836800","5836800",,"System.Diagnostics.ProcessModule (msedgewebview2.exe)","00:00:13.5625000","00:00:19.0156250","00:00:05.4531250","msedgewebview2","0","","True",,
